ID	Log2FC	FDR	AveExpr	P value	MUP-uPA CPM 1	MUP-uPA CPM 2	MUP-uPA CPM 3	MUP-uPA CPM 4	MuP-uPA/sgp130_BGP-15_CPM 1	MuP-uPA/sgp130_BGP-15_CPM 2	MuP-uPA/sgp130_BGP-15_CPM 3	MuP-uPA/sgp130_BGP-15_CPM 4
ENSMUSG00000037210	0.17058488	0.698571474	4.877302343	0.305036741	35.817	24.108	30.783	25.025	31.344	31.245	27.734	28.585
ENSMUSG00000041769	0.177009793	0.698571474	5.292922613	0.304715635	34.607	38.843	40.482	38.521	45.081	43.251	37.804	33.048
ENSMUSG00000041957	-0.168246785	0.698571474	4.994499668	0.304893558	32.6	33.483	40.693	33.503	26.843	27.524	30.371	29.768
ENSMUSG00000097390	0.692861916	0.698571474	-0.725894837	0.304881876	0.643	0.191	0.562	0.136	1.105	0.562	0.16	0.417
ENSMUSG00000103009	-0.767797773	0.698571474	-0.300875277	0.304849651	0.357	1.339	0.493	1.162	0.158	0.85	0	0.837
ENSMUSG00000114016	0.533733162	0.698571474	0.411267086	0.305117903	1.859	0.829	0.984	0.475	2.447	1.474	0.719	0.835
ENSMUSG00000008958	-0.200931543	0.698823199	3.40880585	0.305273708	11.724	10.141	14.619	10.58	9.553	9.268	9.031	9.528
ENSMUSG00000038725	0.645723621	0.699051656	-0.112891219	0.30541938	0.929	0.829	0.633	0.203	0.316	0.843	1.998	0.556
ENSMUSG00000031174	0.37126283	0.699204072	1.521504264	0.305531854	3.432	1.212	2.671	2.781	3.474	3.3	2.238	2.852
ENSMUSG00000027366	-0.178525157	0.699263373	7.845748757	0.305649539	253.361	244.84	273.957	246.184	206.615	233.108	187.983	200.028
ENSMUSG00000032336	-0.164406405	0.699263373	5.432112046	0.305640903	47.847	42.949	56.081	43.735	44.655	36.449	35.247	39.479
ENSMUSG00000034110	-0.364000488	0.699307989	1.548375563	0.305717131	2.002	2.998	4.287	3.73	2.684	2.598	2.158	1.878
ENSMUSG00000058355	0.170621409	0.699307989	7.508859364	0.305806709	182.8	172.07	194.468	165.954	188.219	178.201	185.505	187.23
ENSMUSG00000104060	0.615697799	0.699307989	-0.162145367	0.305764961	1.215	0.51	0.703	0.136	1.342	0.913	0.959	0.348
ENSMUSG00000018574	0.205630392	0.699560976	7.845894476	0.305970577	193.252	239.124	191.247	256.245	236.176	256.685	236.289	215.35
ENSMUSG00000027510	-0.410354418	0.699560976	1.550451699	0.306100964	4.075	3.827	1.757	3.391	1.421	2.879	1.678	3.13
ENSMUSG00000029859	-0.179961363	0.699560976	4.691240046	0.306067692	31.425	25.436	31.868	25.692	29.672	21.472	19.482	21.988
ENSMUSG00000084819	0.4971356	0.699560976	0.038316014	0.306065899	0.643	1.276	0.633	0.475	1.026	0.983	0.959	1.043
ENSMUSG00000026494	-0.421371058	0.699593819	0.943579125	0.306161243	1.501	1.977	3.303	1.767	1.342	1.053	2.098	1.321
ENSMUSG00000052155	0.167603569	0.699708078	5.30417879	0.30628012	35.53	39.406	41.023	38.299	38.403	42.609	39.086	39.64
ENSMUSG00000110350	-0.277913376	0.699708078	4.265612227	0.306303077	13.833	31.677	17.014	22.594	18.711	17.622	17.997	11.858
ENSMUSG00000111282	-0.488581289	0.699862514	2.996918941	0.306416608	10.765	8.065	5.651	13.23	1.347	4.089	13.408	5.883
ENSMUSG00000023017	0.573920669	0.700419055	-0.172400897	0.306736722	0.715	0.51	0.914	0.407	0.632	1.755	0.559	0.487
ENSMUSG00000024313	0.443518365	0.700419055	0.21530138	0.306890087	1.215	0.765	0.773	0.882	0.868	1.123	1.359	1.182
ENSMUSG00000027695	-0.248635372	0.700419055	4.612691724	0.306851913	39.606	16.263	39.006	18.311	18.948	18.396	24.377	23.369
ENSMUSG00000036890	-0.220518245	0.700419055	3.156839593	0.306800703	11.081	9.63	10.823	8.003	9.079	7.248	7.833	6.955
ENSMUSG00000042569	-0.278534651	0.700419055	3.192307659	0.30687346	8.078	13.266	9.207	9.969	9.474	5.196	6.874	9.668
ENSMUSG00000037787	0.226399947	0.700425579	3.310083239	0.306938908	8.602	8.163	11.104	9.834	8.053	9.128	11.989	11.2
ENSMUSG00000015127	-0.234300053	0.700443154	3.285319866	0.306992574	9.512	11.054	10.25	12.151	7.371	10.955	7.548	7.932
ENSMUSG00000014859	-0.211598773	0.700665105	4.172951388	0.307193919	18.159	19.516	26.918	16.073	11.369	17.343	16.305	18.431
ENSMUSG00000015437	-0.679905238	0.700665105	0.239401722	0.30723119	1.716	0.319	1.335	1.967	0.158	1.755	0.24	0.835
ENSMUSG00000030714	-0.232673276	0.700665105	3.706043504	0.307300002	10.795	16.162	13.904	16.58	13.027	9.338	12.788	10.363
ENSMUSG00000041846	0.168190763	0.700665105	6.624330164	0.307172571	99.553	88.437	100.668	98.417	99.71	104.909	106.619	88.381
ENSMUSG00000085589	-0.736550434	0.700665105	-0.965812603	0.307319743	0.429	0.128	0.633	0.746	0.553	0.14	0.08	0.278
ENSMUSG00000047098	-0.208819729	0.700960141	3.499708966	0.307495147	12.94	9.375	16.551	11.65	9.079	10.532	10.55	9.528
ENSMUSG00000030689	-0.219562724	0.701410718	3.407720161	0.307784859	10.08	11.48	14.127	11.326	7.263	10.953	9.271	9.528
ENSMUSG00000032500	-0.352660645	0.701410718	3.182402339	0.307760586	4.218	10.778	10.683	15.327	9.079	8.215	4.316	8.555
ENSMUSG00000056148	-0.254853386	0.701564962	5.89787471	0.307944618	44.681	90.691	59.809	69.583	74.609	44.305	43.194	46.599
ENSMUSG00000086212	-0.657532965	0.701564962	-0.228087373	0.307943327	0.286	0.893	1.476	0.949	1.026	0.702	0.24	0.139
ENSMUSG00000025920	0.259480669	0.701606387	2.766068092	0.30804206	6.434	6.633	6.044	6.104	9.158	6.249	7.113	5.425
ENSMUSG00000031227	0.329502393	0.701606387	1.809542152	0.308054881	2.931	1.977	4.076	3.594	3.711	4.283	3.357	3.06
ENSMUSG00000030431	0.371552018	0.701726914	1.833095508	0.308153849	1.644	3.253	3.655	3.798	2.526	4.494	3.117	4.66
ENSMUSG00000045838	-0.316099733	0.702063148	2.120306404	0.308347572	6.363	4.018	6.396	2.984	3.079	4.283	3.197	3.756
ENSMUSG00000040112	0.19064566	0.702091424	4.39163445	0.308467175	19.803	21.493	21.084	18.65	18.001	21.345	25.975	19.752
ENSMUSG00000058569	0.195888124	0.702091424	4.718436285	0.308451424	32.528	17.347	29.659	23.669	24.08	23.311	28.853	30.881
ENSMUSG00000070426	0.185368387	0.702091424	3.998412442	0.308529342	16.657	12.118	17.992	15.531	15.474	16.5	15.026	17.666
ENSMUSG00000110830	0.439391704	0.702091424	1.648505978	0.308544279	3.396	1.664	3.383	2.385	3.483	0.915	4.732	4.137
ENSMUSG00000073062	0.392688	0.702098205	1.311565035	0.308593331	2.788	2.36	1.687	1.628	3.711	1.685	2.877	2.017
ENSMUSG00000027984	-0.215369247	0.702116615	7.734239449	0.308739644	187.161	262.315	202.27	287.418	198.72	174.199	182.947	199.61
ENSMUSG00000028457	-0.535250199	0.702116615	0.621021304	0.308712402	1.716	1.786	2.46	0.949	1.658	0.632	0.24	1.808
ENSMUSG00000043716	0.168430748	0.702116615	7.312506849	0.308729368	167.644	142.733	173.595	142.421	154.27	164.72	170	155.168
ENSMUSG00000036138	0.193095582	0.702305524	6.097539326	0.308914885	58.05	72.515	58.404	73.991	84.478	67.896	61.062	66.699
ENSMUSG00000050947	0.295794938	0.702305524	2.532419431	0.308885124	5.076	5.549	4.99	5.426	7.737	7.653	4.476	4.103
ENSMUSG00000025208	0.186941124	0.702342521	4.697582451	0.309064526	22.162	26.978	24.809	26.043	22.422	28.717	28.373	25.734
ENSMUSG00000026678	-0.21367817	0.702342521	6.300974697	0.309042184	106.878	58.739	127.842	66.938	79.898	81.026	56.187	63.013
ENSMUSG00000072625	-0.173310509	0.702342521	4.590672237	0.309069424	24.879	23.534	32.54	25.432	19.343	20.924	23.018	22.952
ENSMUSG00000028608	0.184267134	0.702346738	4.01161288	0.309117368	17.301	12.437	18.133	15.056	17.922	15.026	16.145	16.205
ENSMUSG00000045962	0.234787487	0.702606761	7.525374243	0.309277915	277.453	127.171	192.149	121.939	237.879	195.193	173.996	157.741
ENSMUSG00000002496	-0.173190417	0.702628654	5.490533743	0.309558781	45.988	46.486	52.627	52.628	49.15	39.479	37.671	35.512
ENSMUSG00000026980	-0.261771464	0.702628654	2.678435536	0.309510538	7.292	5.612	8.785	6.985	4.184	6.67	4.716	6.19
ENSMUSG00000040950	-0.699125324	0.702628654	-0.338223376	0.309435262	0.858	0.128	1.406	1.017	1.026	0.211	0.16	0.487
ENSMUSG00000050555	-0.357774601	0.702628654	1.87060475	0.309494943	5.576	2.545	6.275	2.48	3.118	3.483	2.26	2.92
ENSMUSG00000051786	0.179694806	0.702628654	4.288184786	0.309564196	21.506	17.907	18.83	17.749	22.897	21.295	15.724	19.273
ENSMUSG00000073985	-0.405543912	0.702628654	0.727882334	0.309502471	2.273	1.679	1.914	1.352	1.749	1.223	0.922	1.093
ENSMUSG00000024870	-0.181492568	0.702672713	5.965867243	0.309691934	55.047	69.581	73.233	76.839	56.292	51.466	55.947	60.37
ENSMUSG00000032121	0.347943631	0.702672713	1.974002366	0.309681252	2.717	4.018	5.412	1.899	4.184	4.494	4.156	3.478
ENSMUSG00000035505	0.278964436	0.702672713	2.576749733	0.309756793	4.933	5.804	5.412	5.697	4.263	7.794	6.074	6.329
ENSMUSG00000044328	-0.543640609	0.702672713	-0.167458025	0.309768048	0.858	0.638	1.195	1.017	0.947	0.211	0.4	0.765
ENSMUSG00000046169	-0.386322392	0.702745633	1.611985014	0.309846309	3.146	4.401	3.374	2.713	3.869	2.738	1.439	1.669
ENSMUSG00000031392	-0.158042233	0.702809222	5.815832956	0.309920466	68.13	58.675	65.783	55.273	49.344	49.992	51.951	52.302
ENSMUSG00000001998	0.219241982	0.703094818	3.390362762	0.310092544	12.868	9.248	11.104	7.053	11.764	9.409	10.79	10.78
ENSMUSG00000028848	-0.281383279	0.70334933	2.386634869	0.310250948	5.147	6.059	6.044	5.9	5.29	3.581	3.597	5.147
ENSMUSG00000037470	0.177320153	0.703387761	7.386729271	0.310314057	194.739	128.192	171.697	163.987	186.088	155.452	168.96	170.399
ENSMUSG00000092274	0.283074738	0.703647593	9.224478369	0.310474862	639.48	310.658	552.903	756.71	577.053	520.139	886.363	524.76
ENSMUSG00000014077	0.200278959	0.703653735	7.738986697	0.310607038	174.793	231.192	184.699	228.077	208.51	227.28	227.066	212.13
ENSMUSG00000065954	0.166484788	0.703653735	6.292013576	0.310596561	84.001	73.407	77.169	72.974	71.056	82.22	86.398	77.201
ENSMUSG00000108219	0.534537221	0.703653735	-0.402623207	0.310616095	0.294	0.528	0.726	0.557	1.052	0.577	0.569	0.641
ENSMUSG00000034910	-0.477639135	0.703834858	0.969182696	0.310816494	3.146	0.638	3.303	1.967	1.026	1.264	2.158	1.321
ENSMUSG00000039682	0.192380702	0.703834858	8.229423006	0.310798484	294.182	318.311	266.718	281.111	320.225	294.404	303.633	309.014
ENSMUSG00000059743	0.293824009	0.703834858	8.125722403	0.310834608	150.43	315.824	267.983	295.896	209.141	210.283	412.251	341.842
ENSMUSG00000017453	0.251366676	0.703998424	7.983785291	0.311366745	164.141	302.941	181.958	292.573	278.302	248.274	251.922	276.603
ENSMUSG00000024325	0.206981037	0.703998424	3.255211808	0.311361277	9.508	8.674	9.629	8.681	8.764	10.251	8.792	10.85
ENSMUSG00000026437	-0.179864114	0.703998424	4.176212964	0.311368815	19.231	19.835	19.679	20.414	18.238	15.728	13.907	16.692
ENSMUSG00000031546	-0.19320105	0.703998424	3.823670068	0.311145274	13.869	15.498	16.797	16.005	12.395	12.989	13.747	10.989
ENSMUSG00000039914	0.308527471	0.703998424	3.267688174	0.311048868	4.933	12.181	6.396	10.919	11.843	11.164	8.072	9.32
ENSMUSG00000044005	-0.191462278	0.703998424	7.301242679	0.311267574	191.594	164.417	222.3	129.603	113.768	147.167	155.533	146.752
ENSMUSG00000047757	-0.391285305	0.703998424	1.124093512	0.310980545	1.859	1.913	3.092	2.781	2.369	1.755	1.598	1.043
ENSMUSG00000052593	-0.169245189	0.703998424	4.845643313	0.311351217	36.053	24.189	35.199	31.798	25.884	26.168	23.206	28.061
ENSMUSG00000098188	-0.190922787	0.703998424	4.332343756	0.311300414	30.312	18.113	23.333	18.108	18.475	18.185	15.266	19.752
ENSMUSG00000109866	0.647956565	0.703998424	-0.452063781	0.311054001	0.643	0.893	0.141	0.203	0.868	0.843	0.32	0.765
ENSMUSG00000021266	-0.2080899	0.704033679	4.058423003	0.311523006	24.378	12.054	21.225	17.226	15.632	12.568	15.346	15.232
ENSMUSG00000027787	0.178536126	0.704033679	4.484604565	0.311450956	21.447	22.067	23.755	19.803	19.659	24.434	25.176	21.213
ENSMUSG00000067194	-0.164257048	0.704033679	5.270303563	0.31148217	47.898	39.797	45.753	36.758	31.501	39.39	34.368	33.732
ENSMUSG00000058407	0.162479222	0.70419522	5.851248905	0.311640696	61.696	49.045	56.998	59.206	54.16	61.226	60.503	57.24
ENSMUSG00000063623	-0.596603973	0.704400776	-0.465547983	0.311777888	1.222	0.397	0.351	0.949	0.395	0.351	0.559	0.453
ENSMUSG00000027387	-0.362660803	0.704567175	1.512773148	0.311909258	2.788	3.572	2.811	3.391	2.842	2.738	1.279	2.226
ENSMUSG00000046836	0.174703582	0.704567175	5.231873635	0.311944007	33.171	36.087	45.469	32.49	34.975	39.829	42.919	34.374
ENSMUSG00000079164	0.435863825	0.704643937	2.580262966	0.312024233	1.787	9.567	3.655	4.951	8.843	8.004	4.556	4.521
ENSMUSG00000029438	0.233133252	0.704727318	3.601100219	0.3121074	10.295	11.48	10.894	13.021	17.29	12.217	8.872	11.545
ENSMUSG00000004347	0.443182646	0.704811461	0.487113861	0.312302223	1.859	0.702	1.265	0.746	1.421	1.123	1.678	1.391
ENSMUSG00000027714	-0.17932499	0.704811461	4.146043922	0.312329667	19.407	17.236	22.398	19.004	15.981	13.539	17.56	16.045
ENSMUSG00000032002	0.179358551	0.704811461	4.15435431	0.312252805	15.728	16.773	18.484	17.972	18.711	16.711	19.502	17.04
ENSMUSG00000032020	-0.327858802	0.704811461	1.679065369	0.312300276	3.86	3.189	4.709	2.577	3.237	2.106	2.558	2.504
ENSMUSG00000018559	0.245974937	0.704925495	2.685829198	0.312828942	7.006	5.804	5.833	5.426	7.185	7.443	5.914	5.703
ENSMUSG00000020544	0.407825822	0.704925495	1.024336674	0.312510673	1.849	2.427	1.217	1.225	2.312	1.894	1.52	2.591
ENSMUSG00000028675	-0.180186259	0.704925495	5.748105982	0.3127291	60.767	49.81	76.326	52.899	55.187	56.522	36.845	44.652
ENSMUSG00000030610	-0.273803704	0.704925495	2.719725208	0.312761532	5.219	6.505	8.082	9.427	6.395	4.915	5.435	5.634
ENSMUSG00000034245	-0.211744232	0.704925495	5.54837491	0.312541875	35.602	58.547	51.868	60.156	43.897	48.236	36.366	37.488
ENSMUSG00000039109	-0.607610205	0.704925495	0.003028349	0.31284278	2.359	1.02	0.562	0.407	0.474	0.421	0.559	1.113
ENSMUSG00000045690	0.300788893	0.704925495	1.889643944	0.312479517	3.36	3.316	3.163	3.459	3.553	3.511	4.156	3.895
ENSMUSG00000046351	0.19695903	0.704925495	4.352360125	0.312837436	21.09	13.457	28.323	17.362	22.738	22.258	18.622	19.613
ENSMUSG00000049109	-0.420087321	0.704925495	3.044215866	0.312726212	4.218	13.648	10.683	9.427	13.58	5.968	3.437	3.825
